lng,lat
-60.914581,14.585821
-61.04775,14.61034
-60.935647,14.600798
-61.0271,14.6183
-61.0340023045,14.6161149735
-61.01119,14.6139
-60.962346,14.509887
-61.00535,14.6187
-60.918653,14.530763
-60.915445,14.761173
-61.0028,14.6045
-60.955354,14.670292
-60.962199,14.514471
-60.9947,14.61983
-61.033722,14.653255
-61.097036,14.609426
-61.054,14.60718
-61.05928,14.60805
-61.0349035265,14.633292444
-61.0203,14.6183
-60.9904,14.62284
-60.975344,14.523607
-60.964057,14.602605
-61.0830306847,14.6085868929
-61.0652518272,14.6129727796
-61.02954,14.61802
-60.9586286545,14.7316113317
-60.99327,14.6204
-61.06031,14.61661
-60.862584,14.474024
-60.9729208052,14.5586304256
-60.9806871414,14.6250845238
-60.9973686934,14.5998013653
-60.840182,14.513154
-60.99,14.5958
-61.07188,14.60936
-61.01007,14.61315
-61.06089,14.61577
-61.0151,14.6268
-61.0345888138,14.6168624531
-61.00837,14.62706
-61.06907,14.6049
-61.04045,14.62756
-60.9894,14.6255
-60.981096,14.764645
-60.9989976885,14.5982716861
-60.9897422793,14.6227452776
-61.02718,14.61106
-61.07877,14.61129
-60.8952,14.494042
-60.98748,14.61989
-61.07293,14.6343
-61.0361623766,14.618343554
-61.0161209115,14.6161980274
-61.04681,14.61033
-61.01964,14.62083
-61.029,14.618
-61.0067172,14.61840979
-61.0718,14.6096
-60.98573,14.65135
-61.00207,14.60356
-61.0655,14.6098
-61.0052,14.61829
-61.0164,14.6168
-61.04324,14.5988
-61.07805,14.622
-60.95954597,14.6174576623
-61.0220575333,14.6175424449
-60.99465,14.66221
-61.034213,14.537753
-60.885901,14.463475
-61.04013,14.61235
-61.0134,14.62643
-61.0597229013,14.6322266762
-61.00139,14.61805
-60.9892702103,14.6276642369
-61.05214,14.6068
-60.9891128558,14.6304826771
-61.01082,14.61352
-60.974786,14.523966
-60.976653,14.736557
-61.07118,14.60841
-61.07864,14.61323
-61.02853,14.61798
-61.05529,14.63504
-61.0422,14.61166
-60.99414,14.61959
-60.923352,14.468518
-61.165239,14.678003
-60.99402,14.61457
-61.072,14.6285
-61.184154,14.712551
-61.07327,14.60519
-60.928288,14.61852
-60.9895,14.6268
-61.06882,14.60781
-61.0831,14.6156
-61.07054,14.61242
-61.04981,14.60811
-61.06019,14.61679
-61.08733,14.60652
-61.033216,14.788674
-61.033961,14.536257
-60.9886,14.62144
-60.999898911,14.5995037367
-60.99208,14.64067
-61.03664,14.63108
-61.0482,14.61444
-61.06776,14.63238
-60.99773,14.59924
-61.03295,14.61788
-61.04497,14.61194
-61.00463,14.61461
-61.03712,14.61346
-61.07146,14.60961
-60.973799,14.524137
-61.06651,14.60684
-61.04816,14.61479
-61.02766,14.61812
-61.05335,14.61212
-61.0528,14.61401
-61.07205,14.62851
-61.0599474519,14.6169068752
-61.05343,14.59903
-60.962668,14.486038
-60.9812664986,14.5949700352
-60.94532,14.54551
-60.9845495224,14.594686244
-60.9944,14.6193
-61.0289,14.6182
-61.04004,14.6361
-61.06937,14.60816
-60.97292,14.62538
-61.07935,14.60179
-61.00324,14.61047
-60.98891,14.62305
-60.99,14.63
-60.98861,14.64783
-61.09893,14.616594
-61.0692,14.60786
-61.022519,14.670287
-61.0145330431,14.634323603
-61.01564,14.61603
-61.00943,14.63056
-60.99517,14.61745
-60.97268,14.65818
-61.0549,14.62505
-61.07244,14.63008
-61.02804,14.61809
-61.05609,14.62053
-60.940132,14.684334
-61.07809,14.6207
-61.05411,14.63235
-60.98608,14.65657
-60.99074,14.64532
-61.0717,14.6166
-61.04578,14.61529
-61.07285,14.62235
-60.97819,14.62896
-61.01709,14.61695
-61.02176,14.61821
-61.05178,14.60888
-61.06558,14.60982
-61.04644,14.60119
-61.06412,14.60446
-61.06336,14.60336
-61.0648602247,14.6131285055
-61.0786,14.6236
-60.9980034828,14.5971503768
-60.9947,14.59672
-61.05627,14.60527
-60.99457,14.66245
-61.0511,14.62404
-61.05325,14.61503
-61.023114,14.67094
-60.97233,14.65664
-60.9909,14.64514
-61.07069,14.60989
-60.981417,14.507192
-60.9899353981,14.675296138
-61.06822,14.6074
-61.05593,14.6162
-60.84765,14.558392
-60.98718,14.59579
-60.99767,14.61637
-60.97511,14.64916
-61.0424,14.60774
-61.03896,14.62085
-61.07442,14.60905
-61.05229,14.61373
-61.01018,14.64571
-61.03056,14.61795
-61.05263,14.61181
-61.05692,14.61798
-61.04562,14.61834
-61.10777,14.754009
-61.022245,14.749771
-61.078105,14.6201015
-61.07018,14.61368
-61.03613,14.61828
-61.0006,14.61273
-61.0729,14.6073
-60.9988403,14.5977318
-61.032663,14.6179767
-61.0675,14.6114
-60.896723,14.450561
-61.004323,14.748043
-60.979322,14.625399
-61.07168,14.6413
-61.0339236,14.6182051
-61.05138,14.61433
-61.06459,14.60527
-60.99343,14.62024
-61.00648,14.62157
-61.0324001,14.6183297
-61.0524,14.61317
-60.973102,14.558886
-60.897587,14.450327
-61.01202,14.707928
-61.06672,14.60913
-61.089048,14.843216
-61.03478,14.61823
-61.05135,14.60185
-61.092342,14.608907
-61.0724841,14.6144478
-61.05267,14.6153
-61.04248,14.61647
-61.0459575,14.6181051
-60.909598,14.606532
-60.991,14.675
-60.977602,14.6
-60.9942627,14.5964859
-61.017,14.617
-61.0359192,14.6331956
-60.9917,14.638
-60.960388,14.669435
-60.966466,14.574607
-61.00429,14.63091
-60.9979,14.6125
-61.00408,14.60744
-61.058,14.6219
-61.062,14.6153
-60.99722,14.60872
-60.9974,14.6005
-60.97231,14.65636
-61.02533,14.71294
-60.879278,14.524059
-61.07594,14.61514
-61.0059,14.65279
-61.06064,14.61612
-60.897938,14.450309
-60.99521,14.59666
-61.03686,14.62194
-61.040915,14.638825
-61.071029,14.605015
-61.06149,14.603
-61.06346,14.61062
-61.06023,14.61024
-61.04137,14.63001
-61.059103,14.627446
-61.092417,14.611014
-61.01033,14.6436
-61.046,14.614
-60.899979,14.619973
-60.99518,14.61753
-60.999,14.6
-61.0634,14.61403
-61.05474,14.61059
-61.0042906,14.6189388
-60.99369,14.708219
-61.07811,14.6141
-61.0527,14.61421
-61.021425,14.744513
-60.953887,14.734342
-60.9529,14.6093
-60.9788,14.626
-61.05133,14.61838
-61.0434,14.64287
-61.0344,14.6181
-60.999,14.5981
-60.966783,14.599884
-60.9925,14.5962
-61.0864,14.6532
-61.04097,14.6389
-61.03551,14.618153
-61.07387,14.60407
-61.107658,14.829926
-61.01041,14.64711
-61.0206091,14.6185235
-61.042453,14.656342
-61.0221,14.61854
-61.0409,14.6154
-61.11498,14.817988
-61.136727,14.637943
-61.023034,14.757982
-61.010429,14.643593
-60.9947,14.5966
-61.08335,14.61599
-60.99529,14.61232
-61.011548,14.65513
-61.00149,14.61119
-60.98898,14.62327
-61.0224,14.6463
-61.0298,14.621
-61.04574,14.61489
-61.04307,14.62152
-61.0141,14.6345
-60.9755,14.6566
-61.008646,14.771635
-60.963537,14.571944
-61.0194397,14.6182605
-61.06885,14.60783
-60.9917,14.6372
-61.0205,14.6195
-61.03893,14.62008
-61.0569,14.6181
-61.06007,14.63074
-61.03888,14.62079
-61.03903,14.6251
-61.00025,14.6159
-60.956046,14.645042
-61.0818,14.6145
-60.9083,14.699273
-60.85815,14.545796
-60.859768,14.460246
-61.0223,14.6177
-61.06944,14.62069
-61.08078,14.6109864
-61.03144,14.61839
-61.07308,14.63415
-60.834648,14.443814
-60.91824,14.487612
-60.918127,14.759897
-61.06127,14.60818
-61.0163498,14.6170009
-61.06052,14.62541
-61.07,14.613
-61.00274,14.61318
-61.034358,14.665777
-61.103839,14.749929
-61.01,14.613
-61.028,14.61823
-61.0554,14.6395
-60.940132,14.690213
-61.04301,14.60015
-61.127624,14.769047
-61.174348,14.87275
-60.932246,14.604453
-60.9899139,14.6548696
-61.04084,14.61246
-61.05328,14.64028
-60.931678,14.605174
-60.962577,14.477348
-61.01309,14.61497
-61.08032,14.6041
-61.07628,14.61357
-61.02716,14.61834
-60.989399,14.6279843
-60.9958,14.59662
-61.003304,14.784551
-60.98862,14.64737
-61.04185,14.64007
-61.05819,14.59944
-61.0672,14.609
-60.989353,14.628944
-60.893741,14.607536
-61.06115,14.60382
-61.06277,14.61458
-61.0545498,14.6095156
-61.07147,14.61639
-61.032,14.616
-61.07976,14.62246
-60.963312,14.479088
-60.876231,14.438135
-60.963322,14.742237
-60.9799,14.63223
-60.9925,14.5962
-60.9964371,14.6099136
-61.03551,14.618154
-61.0606813,14.6044111
-60.860533,14.474359
-61.016921,14.742762
-60.963264,14.741968
-61.0249917,14.6184829
-60.994771,14.664756
-61.00669,14.61812
-61.049214,14.614388
-61.0147476,14.6156547
-61.03022,14.61779
-61.07242,14.62982
-61.13876,14.645915
-61.04832,14.60628
-61.072,14.61541
-61.05563,14.62209
-61.04083,14.61244
-61.07936,14.61157
-61.013,14.615
-61.04019,14.62737
-61.053075,14.822406
-61.164687,14.679482
-60.9948349,14.6130835
-61.056481,14.832892
-61.009419,14.481743
-60.933437,14.603248
-60.98385,14.59336
-60.97072,14.632903
-61.04665,14.61766
-61.00792,14.62625
-61.034,14.618
-61.05654,14.62682
-60.963789,14.573361
-60.859687,14.542566
-60.868742,14.540697
-60.9741,14.6401
-61.0193932,14.6241658
-60.95828,14.509134
-61.0733,14.6035
-60.9882,14.6215
-61.0407,14.6177
-61.0037613,14.6189526
-60.99168,14.61243
-61.103127,14.831699
-61.034,14.618
-60.935135,14.632996
-60.98884,14.64915
-61.04076,14.63279
-60.9951,14.667
-61.00075,14.60982
-61.00981,14.63785
-61.0048056,14.6130835
-61.04376,14.64343
-61.020148,14.529377
-60.98424,14.59426
-60.949118,14.509015
-61.0018,14.61075
-61.04426,14.60271
-61.017,14.6227
-61.0047,14.6154
-61.097106,14.609561
-60.843707,14.544119
-60.9917164,14.6353271
-61.07006,14.61059
-61.05324,14.61266
-60.989155,14.623663
-60.998,14.613
-60.991363,14.6718
-61.0795,14.62803
-61.0478,14.617
-61.042571,14.610633
-61.0298762,14.6180214
-60.843149,14.54187
-60.907055,14.51224
-60.99189,14.61808
-60.9901428,14.6294861
-60.9941483,14.6329464
-61.04543,14.61173
-61.072655,14.810131
-60.964481,14.572645
-60.946832,14.47056
-60.994,14.615
-61.06877,14.60907
-61.05036,14.61453
-61.0617,14.6038
-60.9831,14.5952
-60.9704,14.6251
-61.07167,14.61228
-60.94172,14.697789
-60.970109,14.695485
-61.092342,14.608907
-60.9488,14.6208
-61.04078,14.61516
-61.02388,14.6225
-61.0609,14.6187
-60.899813,14.549929
-61.0438,14.6195
-60.989399,14.5961052
-60.9761,14.62503
-61.07218,14.62302
-60.941315,14.695542
-61.0755,14.494389
-61.03973,14.63037
-61.06026,14.60464
-60.96513,14.572182
-61.0698428,14.6154817
-60.95478,14.64663
-60.99311,14.66807
-61.06889,14.60311
-60.99787,14.61255
-61.0762,14.61345
-61.043574,14.643262
-61.0726333,14.6053732
-61.0175,14.61728
-60.97621,14.64498
-60.99,14.66
-61.04879,14.6146
-60.98776,14.59566
-61.07049,14.61326
-61.138712,14.645697
-61.03445,14.618089
-61.07226,14.63518
-61.0558,14.60906
-61.05543,14.60945
-60.976245,14.687811
-60.992349,14.480403
-61.00841,14.63348
-61.0404,14.6267
-61.0172367,14.6166271
-61.06271,14.61461
-61.036,14.615
-61.0389742,14.6212538
-61.04969,14.61455
-61.04026,14.61853
-61.021537,14.712048
-61.06906,14.60751
-61.08716,14.64477
-61.0305,14.6179
-60.87533,14.584165
-61.04543,14.61034
-60.99451,14.61952
-61.0138607,14.6188419
-61.04493,14.61885
-61.0085392,14.6336073
-60.95438,14.6336662
-61.04306,14.61145
-61.040543,14.82543
-61.01228,14.61457
-61.06768,14.60186
-60.991003,14.644548
-61.06271,14.6062
-61.06944,14.60448
-60.985868,14.755614
-61.0437,14.6433
-61.0103,14.6135
-61.071,14.60355
-61.201583,14.773772
-60.99458,14.61759
-61.182775,14.754735
-60.928202,14.580178
-60.9841,14.59406
-60.97595,14.543485
-61.201851,14.774426
-61.00729,14.61796
-61.01978,14.6183
-61.0503,14.6147
-61.07986,14.63112
-61.084,14.682
-61.07943,14.61239
-61.0667,14.60907
-61.03661,14.61818
-61.176246,14.74299
-61.0049,14.6081
-61.05461,14.61007
-61.04686,14.60668
-60.999283,14.791247
-61.0468244,14.6175531
-61.03769,14.61824
-61.0169506,14.6174161
-61.04344,14.61628
-61.181171,14.700992
-60.987908,14.574841
-60.9842777,14.5947831
-61.167208,14.750512
-61.199276,14.770214
-61.05295,14.61472
-61.033688,14.827659
-61.04394,14.61593
-61.03566,14.63393
-61.06008,14.62795
-61.0196,14.61743
-61.04231,14.60465
-61.0557175,14.6090657
-61.05793,14.65383
-60.945902,14.743229
-61.0283,14.60963
-60.9891844,14.6205652
-61.06882,14.60987
-60.989528,14.773643
-61.01593,14.6166
-61.05928,14.59601
-61.05404,14.61491
-61.08235,14.61593
-61.05964,14.63543
-61.0703,14.61431
-61.06051,14.6256
-61.155519,14.668403
-61.06813,14.60817
-61.066,14.605
-61.07865,14.62469
-61.08587,14.64334
-61.04124,14.61427
-61.04503,14.61879
-61.04076,14.6125
-61.04679,14.61359
-60.99522,14.6175
-61.01887,14.62264
-61.0550689,14.6206641
-61.03587,14.61827
-61.031495,14.620585
-60.99825,14.612556
-60.990869,14.526822
-61.0156471,14.6164403
-61.0046625,14.6187415
-61.00486,14.61846
-61.059884,14.62995
-61.0153,14.6162
-61.05926,14.64479
-61.06359,14.60309
-61.07328,14.61683
-61.05337,14.64356
-61.02441,14.62498
-60.9892,14.6308
-61.0731006,14.6145448
-61.123356,14.767035
-61.04028,14.6177
-61.051,14.618
-60.9535,14.6227
-60.976,14.6466
-61.05975,14.62884
-61.0205,14.6195
-60.96151,14.509465
-61.004,14.6198
-60.9799576,14.6554924
-61.0729,14.6069
-61.0350977,14.6328856
-61.06052,14.60436
-61.07133,14.61731
-61.0412199,14.6173269
-61.10218,14.724583
-61.06172,14.61536
-61.09,14.60546
-61.0417,14.6184
-61.0251142,14.6185609
-61.05317,14.61239
-61.07209,14.63546
-60.9788,14.62637
-61.07541,14.60493
-60.960878,14.52436
-60.978101,14.753563
-61.0269,14.61825
-61.059555,14.605454
-61.0484,14.61058
-61.07264,14.62834
-60.87401,14.473276
-60.903445,14.4552
-61.07415,14.61147
-61.02421,14.61845
-60.953513,14.73679
-60.9914,14.6339
-61.06851,14.60758
-61.054413,14.550941
-60.976122,14.709578
-61.100818,14.831818
-61.133412,14.871371
-61.03997,14.63575
-61.04942,14.61652
-61.07077,14.61116
-60.979,14.597
-61.001,14.601
-60.9843,14.59466
-61.07264,14.60303
-61.050736,14.65652
-61.01568,14.62915
-61.06393,14.60867
-61.003714,14.74783
-60.99172,14.61217
-60.904493,14.488582
-60.924159,14.468273
-60.996746,14.612565
-60.97851,14.656685
-61.0136,14.6152
-60.959661,14.6697
-61.02076,14.732175
-60.961335,14.571657
-60.881479,14.589917
-60.860741,14.520937
-60.909536,14.606419
-60.99712,14.61846
-60.99716,14.6338
-61.06737,14.60164
-61.0114,14.6535
-60.99172,14.638329
-60.991483,14.63491
-60.97154,14.63135
-61.06438,14.60512
-60.97735,14.6569
-61.06518,14.61127
-61.0399,14.62712
-61.0802,14.60405
-61.00171,14.62247
-60.9881,14.64844
-60.994689,14.619599
-61.06525,14.61162
-61.05165,14.61689
-61.08239,14.63911
-61.05588,14.60817
-61.068123,14.606767
-60.977803,14.597206
-60.99439,14.59662
-60.991695,14.633972
-61.06517,14.60401
-61.07473,14.64041
-61.05816,14.59963
-61.07021,14.60887
-61.079,14.612
-61.06324,14.60317
-60.9869,14.59677
-61.0845,14.6047
-61.02262,14.61848
-61.0858,14.60499
-61.017404,14.674038
-60.97287,14.62553
-61.06811,14.60688
-61.04476,14.61244
-61.0513,14.6019
-61.013,14.616
16.0,15.0
-61.02116,14.61754
-60.96749,14.0
-61.05119,14.61444
-61.03634,14.6167
-60.932992,14.532579
-61.108406,14.829397
-61.182076,14.720743
-60.921868,14.757389
-61.007628,14.621673
-61.05591,14.61875
-61.04041,14.626
-60.95818,14.509253
-61.08794,14.60562
-61.0826,14.61528
-61.06962,14.60974
-61.05321,14.61498
-61.0435,14.6204
-60.97472,14.64936
-60.945177,14.556164
-61.01392,14.615465
-61.04949,14.61644
-61.07689,14.61233
-60.99867,14.606228
-61.07453,14.60229
-61.0427,14.61158
-61.0688,14.63321
-61.002224,14.603818
-61.06126,14.61441
-61.04994,14.61434
-61.073368,14.609718
-61.0585,14.615769
-61.05916,14.61449
-61.04889,14.61651
-61.06856,14.6096
-61.013182,14.614932
-61.03923,14.62605
-61.04305,14.60393
-61.06996,14.62075
-60.98989,14.6226
-61.00528,14.61618
-61.0035,14.6188
-61.07152,14.60794
-61.03881,14.61809
-60.99333,14.597428
-60.9918,14.633956
-60.98378,14.59346
-61.05459,14.61353
-60.856728,14.563869
-61.04082,14.61242
-61.04088,14.61253
-60.913986,14.627458
-60.965481,14.730622
-61.068,14.60444
-61.0691,14.60774
-60.98852,14.64833
-61.07057,14.6049
-61.0483,14.613
-61.0678,14.60482
-60.983844,14.701042
-60.96024,14.570993
-61.042643,14.832887
-60.988,14.5961
-60.85766,14.56535
-60.91342,14.595367
-60.99441,14.619715
-60.99225,14.62512
-61.05026,14.5995
-61.06932,14.60705
-61.04519,14.61523
-60.974488,14.546008
-60.98931,14.62757
-60.99185,14.6395
-61.05331,14.64474
-61.02081,14.620536
-60.992,14.64
-61.018506,14.625186
-61.008202,14.626698
-60.97773,14.63254
-61.02883,14.61804
-61.032238,14.619803
-61.02052,14.62076
-61.004469,14.611011
-61.00087,14.61542
-60.988248,14.596017
-61.04973,14.61455
-61.0435,14.62025
-61.072471,14.615409
-61.06823,14.62632
-61.055184,14.623765
-61.07241,14.60741
-61.0507,14.59932
-61.07216,14.62234
-61.07307,14.60642
-61.07098,14.61079
-61.039,14.6223
-61.037377,14.618282
-61.0726,14.63538
-61.087326,14.605667
-61.07069,14.636
-61.05291,14.61272
-61.03897,14.62608
-61.026051,14.817817
-61.136435,14.794364
-60.995,14.61734
-61.00689,14.62464
-61.07284,14.60726
-60.99422,14.61945
-61.06104,14.61548
-60.895953,14.450841
-61.136644,14.642567
-60.935178,14.465468
-61.07867,14.61242
-61.04201,14.61688
-61.05663,14.61889
-61.05495,14.60326
-61.127766,14.867452
-60.976183,14.740453
-61.03514,14.61808
-61.07007,14.60322
-61.05121,14.61417
-60.993,14.6202
-61.015,14.651
-60.9733,14.6545
-61.04257,14.6028
-61.2585,14.3652
61.08704,14.60478
-61.04191,14.63081
-61.050105,14.487699
-60.992202,14.618
-61.0046,14.61864
-61.0454,14.6082
-61.07602,14.61373
-61.04422,14.61565
-61.07126,14.60776
-61.04675,14.60857
-60.927147,14.466398
-60.5957,14.3644
-61.01011,14.63845
-61.0546,14.63741
-61.096368,14.611901
-60.99728,14.59857
-60.585115,14.595414
-61.06034,14.63322
-60.906105,14.57707
-61.06735,14.60176
-61.05448,14.60343
-61.02116,14.62041
-61.011284,14.651649
-61.016428,14.631453
-60.912175,14.619438
-60.5929,14.386
-61.0832,14.61057
-60.995962,14.755855
-61.02306,14.63241
-61.0579,14.62283
-61.04711,14.61731
-61.061853,14.617238
-61.04277,14.61663
-61.04581,14.61832
-61.04267,14.61166
-61.053528,14.615613
-61.07329,14.63227
-61.0463,14.61555
-60.96188,14.737771
-61.07032,14.60924
-61.07946,14.60973
-61.05176,14.61403
-61.094104,14.610489
-60.862178,14.572571
-60.97284,14.65636
14.23658,-61.42566
-61.05993,14.62756
-61.017414,14.663867
-61.00151,14.59819
-60.98819,14.62145
-61.05588,14.6162
-60.983114,14.532383
-60.940639,14.701385
-60.942905,14.599795
-61.026689,14.47964
-60.829713,14.507747
-61.027832,14.780168
-60.976956,14.738668
-61.0708,14.6112
-61.07869,14.61534
-60.982058,14.765834
-60.98971,14.62289
-61.02081,14.6185
-60.99489,14.61739
-61.00827,14.61235
-61.04972,14.61048
-61.06543,14.61158
-61.06209,14.60684
-61.069791,14.609014
-61.04659,14.61492
-61.0818,14.6064
-61.048914,14.614484
-60.99736,14.596937
-60.95555,14.61202
-61.01519,14.62765
-61.0191,14.63451
-61.020198,14.618298
-61.02278,14.61794
-60.942693,14.700633
-60.9888,14.6233
-61.04934,14.61648
-61.073,14.6035
-60.975293,14.525538
-61.018982,14.622456
-60.840113,14.552804
-60.971,14.6594
-61.145152,14.70401
-61.020848,14.668641
-61.01849,14.6225
-60.968384,14.700337
-60.9918,14.6377
-60.911982,14.61487
-61.07488,14.62724
-61.05909,14.61637
-60.98424,14.5944
-61.06502,14.61086
-60.9884,14.62194
-61.06513,14.6076
-61.027,14.61825
-60.5931,14.3716
-61.05269,14.61319
-60.99859,14.61122
-61.07853,14.61148
-61.05697,14.60244
-60.873937,14.473369
-61.05089,14.59929
-61.08009,14.61255
-61.08878,14.66596
-61.04958,14.63161
-60.994348,14.619874
-60.9963,14.61995
-61.00167,14.61871
-61.07649,14.61292
-61.00144,14.59809
-61.04498,14.61215
-61.04243,14.61126
-61.05952,14.6386
-61.05288,14.61441
-61.05296,14.61389
