NOM,ANNREF,GEOGRAPHIE,CODE_GEO,N122_LIB,N122_MOD,N122,N110d_LIB,N110d_MOD,N110d,RA2020_001_DIM3_LIB,RA2020_001_DIM3_MOD,RA2020_001_DIM3,VALEUR_EXTRAPOLEE,VALEUR_BRUTE,NB_ETAB,IMPUTATION
RA2020_001,2020,COM,97201,Classe de taille économique,2.Petites exploitations,0.2,OTEX coef17,Exploitations spécialisées,0.12,Indicateurs,ETP (Équivalent Temps Plein,003,6.693333,6.693333,5,NON
RA2020_001,2020,COM,97201,Classe de taille économique,3.Moyennes exploitations,0.3,OTEX coef17,Exploitations spécialisées,0.12,Indicateurs,ETP (Équivalent Temps Plein,003,7.315556,7.315556,4,NON
RA2020_001,2020,COM,97201,Classe de taille économique,4.Grandes exploitations,0.4,OTEX coef17,Exploitations spécialisées,0.12,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,Ensemble des exploitations,0,OTEX coef17,Exploitations spécialisées,0.13,Indicateurs,ETP (Équivalent Temps Plein,003,0,0,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,1.Micro exploitations,0.1,OTEX coef17,Exploitations spécialisées,0.13,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,2.Petites exploitations,0.2,OTEX coef17,Exploitations spécialisées,0.13,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,3.Moyennes exploitations,0.3,OTEX coef17,Exploitations spécialisées,0.13,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,4.Grandes exploitations,0.4,OTEX coef17,Exploitations spécialisées,0.13,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,Ensemble des exploitations,0,OTEX coef17,Exploitations spécialisées,0.14,Indicateurs,ETP (Équivalent Temps Plein,003,42.06944,42.06944,6,NON
RA2020_001,2020,COM,97201,Classe de taille économique,1.Micro exploitations,0.1,OTEX coef17,Exploitations spécialisées,0.14,Indicateurs,ETP (Équivalent Temps Plein,003,,,1,NON
RA2020_001,2020,COM,97201,Classe de taille économique,2.Petites exploitations,0.2,OTEX coef17,Exploitations spécialisées,0.14,Indicateurs,ETP (Équivalent Temps Plein,003,,,3,NON
RA2020_001,2020,COM,97201,Classe de taille économique,3.Moyennes exploitations,0.3,OTEX coef17,Exploitations spécialisées,0.14,Indicateurs,ETP (Équivalent Temps Plein,003,,,1,NON
RA2020_001,2020,COM,97201,Classe de taille économique,4.Grandes exploitations,0.4,OTEX coef17,Exploitations spécialisées,0.14,Indicateurs,ETP (Équivalent Temps Plein,003,,,1,NON
RA2020_001,2020,COM,97201,Classe de taille économique,Ensemble des exploitations,0,OTEX coef17,Exploitations bovines spéci,0.15,Indicateurs,ETP (Équivalent Temps Plein,003,0,0,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,1.Micro exploitations,0.1,OTEX coef17,Exploitations bovines spéci,0.15,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,2.Petites exploitations,0.2,OTEX coef17,Exploitations bovines spéci,0.15,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,3.Moyennes exploitations,0.3,OTEX coef17,Exploitations bovines spéci,0.15,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,4.Grandes exploitations,0.4,OTEX coef17,Exploitations bovines spéci,0.15,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
RA2020_001,2020,COM,97201,Classe de taille économique,Ensemble des exploitations,0,OTEX coef17,Exploitations bovines spéci,0.16,Indicateurs,ETP (Équivalent Temps Plein,003,4.125,4.125,3,NON
RA2020_001,2020,COM,97201,Classe de taille économique,1.Micro exploitations,0.1,OTEX coef17,Exploitations bovines spéci,0.16,Indicateurs,ETP (Équivalent Temps Plein,003,,,2,NON
RA2020_001,2020,COM,97201,Classe de taille économique,2.Petites exploitations,0.2,OTEX coef17,Exploitations bovines spéci,0.16,Indicateurs,ETP (Équivalent Temps Plein,003,,,0,NON
