lng,lat,loginvdensity,invdensity
-60.941162,14.70331,0.1689121556471147,0.0026845637583892616
-60.981824,14.57158,0.1700930389255421,0.002797202797202797
-61.049058,14.614397,0.1202016721110002,0.0002437538086532602
-61.04284,14.616394,0.1202016721110002,0.0002437538086532602
-61.05835,14.61573,0.11933177140370167,0.00022941041523285156
-60.86686,14.438374,0.26269731101386307,0.022222222222222223
-61.07032,14.60816,0.1238396172274822,0.0003112356053532524
-61.0705,14.6188,0.12919876584560838,0.00043506634761801175
-60.99555,14.61236,0.12804516653083256,0.0004057618178129438
-61.05967,14.63345,0.12364780890749469,0.0003073613032119256
-61.0659,14.60365,0.12652763830140754,0.0003694808793644929
-61.019147,14.621758,0.132457187931732,0.0005263157894736842
-61.05421,14.61108,0.11933177140370167,0.00022941041523285156
-61.063669,14.538474,0.15457741639765474,0.0015503875968992248
-61.017079,14.528878,0.40242960438184466,0.08333333333333333
-60.996701,14.616932,0.12804516653083256,0.0004057618178129438
-61.139308,14.876867,0.1672552444253863,0.002531645569620253
-61.0553,14.60993,0.11933177140370167,0.00022941041523285156
-60.980194,14.62513,0.21443402172070247,0.009433962264150943
-61.033086,14.618011,0.16444456276083558,0.002285714285714286
-60.982574,14.589151,0.1770232891565654,0.0035211267605633804
-61.045263,14.615215,0.1202016721110002,0.0002437538086532602
-61.189213,14.760773,0.5138983423697507,0.14285714285714285
-61.07069,14.61001,0.11919053644159311,0.00022714366837024418
-61.05593,14.61885,0.1271891684734674,0.00038498556304138594
-60.937049,14.562852,0.14318872775021063,0.0009267840593141798
-61.061602,14.6041,0.12652763830140754,0.0003694808793644929
-61.03914,14.61966,0.12980421276870052,0.0004510599909788002
-60.9914,14.62131,0.16170373929150425,0.002061855670103093
-60.9821,14.62513,0.21443402172070247,0.009433962264150943
-61.06911,14.61029,0.11919053644159311,0.00022714366837024418
-61.0101512074,14.6443096774,0.1556845012619421,0.0016233766233766235
-61.000904,14.598398,0.25973030217227155,0.02127659574468085
-61.136287,14.780132,0.14326491696013255,0.0009302325581395349
-60.977634,14.634039,0.28599966750267436,0.030303030303030304
-61.0334,14.61814,0.12980421276870052,0.0004510599909788002
-61.07247,14.60816,0.1238396172274822,0.0003112356053532524
-61.045519,14.505099,0.19415978109779927,0.005797101449275362
-61.04358,14.64582,0.19185702504472515,0.005449591280653951
-61.031521,14.617205,0.16429062103753578,0.0022727272727272726
-61.05258,14.61108,0.11933177140370167,0.00022941041523285156
-61.006,14.61,0.1544482166667257,0.0015420200462606013
-61.054949,14.832534,0.143418395354435,0.0009372071227741331
-61.07475,14.60245,0.1238396172274822,0.0003112356053532524
-61.050593555,14.6156685646,0.11933177140370167,0.00022941041523285156
-61.0568270087,14.6180407595,0.11933177140370167,0.00022941041523285156
-61.08371,14.60475,0.13007676623010664,0.00045840018336007336
-61.0214741528,14.6201620441,0.132457187931732,0.0005263157894736842
-61.074318,14.519884,0.18501637139616725,0.0044943820224719105
-61.00977,14.63772,0.1556845012619421,0.0016233766233766235
-61.039519,14.626794,0.12980421276870052,0.0004510599909788002
-61.045224,14.615245,0.1202016721110002,0.0002437538086532602
-60.9836,14.5935,0.18812318138149772,0.004914004914004914
-61.03917,14.62597,0.12980421276870052,0.0004510599909788002
-61.0607,14.834787,0.19195751186603463,0.00546448087431694
-61.006,14.6231,0.13165449921062297,0.0005026388539834129
-61.072754,14.62562,0.12919876584560838,0.00043506634761801175
-61.05239,14.61339,0.11933177140370167,0.00022941041523285156
-61.07144,14.60957,0.11919053644159311,0.00022714366837024418
-61.0057,14.60906,0.1544482166667257,0.0015420200462606013
-61.00825,14.61222,0.1544482166667257,0.0015420200462606013
-61.00224,14.60421,0.20511990258137494,0.007633587786259542
-61.0508,14.6155,0.11933177140370167,0.00022941041523285156
-61.05456,14.61063,0.11933177140370167,0.00022941041523285156
-61.06595,14.60603,0.12652763830140754,0.0003694808793644929
-61.07181,14.61256,0.11919053644159311,0.00022714366837024418
-61.0548046231,14.6307941124,0.1278045766862161,0.00039984006397441024
-61.03621,14.61835,0.12980421276870052,0.0004510599909788002
-61.054995,14.537914,0.22062394912909378,0.010752688172043012
-61.182046,14.703064,0.16693895062784217,0.0025031289111389237
-61.018284,14.739579,0.15512261836642127,0.0015860428231562252
-61.040869,14.617522,0.16444456276083558,0.002285714285714286
-61.053304,14.598491,0.1361163655825682,0.0006447453255963894
-61.04564,14.61846,0.12409766930714135,0.0003165057762304162
-61.00747,14.60915,0.1544482166667257,0.0015420200462606013
-60.9941,14.6146,0.13374279184225693,0.0005659309564233164
-61.00516,14.61895,0.13165449921062297,0.0005026388539834129
-61.05492,14.62795,0.1278045766862161,0.00039984006397441024
-61.0532,14.6153,0.11933177140370167,0.00022941041523285156
-60.859473,14.522335,0.1865221982110868,0.004694835680751174
-60.97463,14.65669,0.1679756636589146,0.0025974025974025974
-60.902957,14.482418,0.16707893577593375,0.0025157232704402514
-61.005112,14.608361,0.3284587387530511,0.047619047619047616
-61.00322,14.60594,0.20511990258137494,0.007633587786259542
-60.98999,14.61571,0.13374279184225693,0.0005659309564233164
-61.00429,14.6074,0.3284587387530511,0.047619047619047616
-61.06189,14.61745,0.12859197526605415,0.00041946308724832214
-60.918342,14.612602,0.45511961331341877,0.1111111111111111
-61.04878,14.61659,0.1202016721110002,0.0002437538086532602
-60.990171,14.492484,0.7213475204444817,0.25
-60.964669,14.667043,0.15435648864128157,0.0015360983102918587
-61.0703,14.60531,0.1238396172274822,0.0003112356053532524
-61.042677,14.616507,0.1202016721110002,0.0002437538086532602
-61.09069,14.67708,0.33380820069533407,0.05
-61.05158,14.61437,0.11933177140370167,0.00022941041523285156
-60.914243,14.469074,0.1692986019578895,0.0027210884353741495
-61.06979,14.61602,0.11919053644159311,0.00022714366837024418
-60.9781,14.62951,0.28599966750267436,0.030303030303030304
-61.002872,14.612695,0.12804516653083256,0.0004057618178129438
-60.985144,14.574673,0.13657134657380762,0.0006607201850016518
-60.995934,14.612528,0.12804516653083256,0.0004057618178129438
-61.01002,14.63851,0.1556845012619421,0.0016233766233766235
-61.028371,14.81527,0.15934469309406255,0.0018814675446848542
-60.9898,14.5962,0.2506903984389969,0.018518518518518517
-61.07105,14.61814,0.11919053644159311,0.00022714366837024418
-61.023553,14.632795,0.12842997709170983,0.0004153686396677051
-61.082402,14.601484,0.13007676623010664,0.00045840018336007336
-61.0182,14.63443,0.12942952067651292,0.0004411116012351125
-61.06982,14.60809,0.1238396172274822,0.0003112356053532524
-61.0695,14.608,0.1238396172274822,0.0003112356053532524
-61.03538,14.6183,0.12980421276870052,0.0004510599909788002
-60.99746,14.60367,0.20511990258137494,0.007633587786259542
-60.98806,14.67652,0.17125671448389368,0.002911208151382824
-61.07326,14.60238,0.1238396172274822,0.0003112356053532524
-61.05978,14.61284,0.12859197526605415,0.00041946308724832214
-60.939982,14.689253,0.14316973720459816,0.000925925925925926
-61.02243,14.63327,0.12842997709170983,0.0004153686396677051
-60.99195,14.62122,0.16170373929150425,0.002061855670103093
-61.0724025965,14.6254097997,0.12919876584560838,0.00043506634761801175
-61.06005,14.60961,0.12859197526605415,0.00041946308724832214
-61.165545,14.693939,0.23868315209103041,0.015151515151515152
-61.01318,14.61523,0.1544482166667257,0.0015420200462606013
-61.04771,14.61036,0.1202016721110002,0.0002437538086532602
-61.00024,14.615998,0.12804516653083256,0.0004057618178129438
-61.07804,14.61952,0.12919876584560838,0.00043506634761801175
-61.01068,14.64323,0.1556845012619421,0.0016233766233766235
-60.98877,14.62889,0.1608594760130434,0.001996007984031936
