LAT,LON,SPEED,COURSE,HEADING,ELAPSED,SHIPNAME,SHIPTYPE,SHIP_ID,TYPE_IMG,TYPE_NAME,STATUS_NAME,DESTINATION,FLAG,LENGTH,ROT,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE
26.12352,-78.42001,125.0,10.0,109.0,371,FOS DA VINCI,8,213780,,,,LTBOT,MT,250.0,,43.0,208.0,27.0,115878.0,71.0
25.72498,-77.16283,118.0,88.0,,10,[SAT-AIS],8,TnpJd09UYzBOekl3T1RjME56SXdPUT09LTFYaWZRZCsvMHZnSDloNHFwRUpGS3c9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.52761,-78.76593,0.0,302.0,220.0,4,MSC ADONIS,7,3603412,,,,BSFPO,LR,300.0,0.0,48.0,233.0,32.0,115639.0,11.0
28.38278,-71.07059,120.0,246.0,,10,[SAT-AIS],8,TmpRNU1qQTVOalE1TWpBNU5qUTVNZz09LXdtd0ZpUWV6aXRabEJDcVVpWGdxQ2c9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.86336,-77.02258,179.0,143.0,142.0,216,ZIM XIAMEN,7,3568000,,,,KINGSTON,LR,299.0,0.0,48.0,227.0,18.0,111884.0,11.0
26.17,-76.49333,120.0,151.0,,3,[SAT-AIS],7,TVRNNE1EUXhNVE00TURReE1UTTRNQT09LXlxcFpmeFUrWUQzSmN5bHljczFKTFE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
29.93667,-77.51,110.0,216.0,,5,[SAT-AIS],8,TlRnMU1ETXpOVGcxTURNek5UZzFNQT09LTlVRkhrdytOU2VSN2h6VE9leWJpMlE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.42179,-78.87428,99.0,48.0,53.0,2,MSC RACHELE,7,415080,,,,BSFPO,PA,334.0,0.0,42.0,243.0,26.0,107366.0,11.0
32.6002,-79.58549,88.0,120.0,122.0,1336,MSC TORONTO,7,152756,,,,MAPTM,PT,324.0,0.0,42.0,249.0,18.0,105084.0,11.0
29.52833,-74.97166,140.0,111.0,,15,[SAT-AIS],7,TlRjNE1qa3dOVGM0TWprd05UYzRNZz09LXNUaVlMbWpNcStiMkRTK2l0SWpGaGc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.08918,-78.42125,169.0,103.0,102.0,450,CMA CGM ATTILA,7,149929,,,,EGSUZ,MT,334.0,0.0,42.0,244.0,17.0,101473.0,11.0
26.10322,-76.3155,159.0,62.0,,11,[SAT-AIS],7,TVRZeE5UWXlNVFl4TlRZeU1UWXhOUT09LWlsTnJ4QitMamhTUDgzM0x4ZVhqMWc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
22.38,-69.175,140.0,267.0,,5,[SAT-AIS],8,TmprMk1EVTBOamsyTURVME5qazJNQT09LXN0c1dkQm1YV1Zwd09SZWREV2pnUnc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.8036,-67.57977,186.0,263.0,,11,[SAT-AIS],8,T1RjNE5UVTVPVGM0TlRVNU9UYzROUT09LTYzT2Y4c2FpaVIzYTQxa3Q3ZUNPaXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
25.83113,-76.5901,160.0,7.0,72.0,1302,FLEX ENDEAVOUR,8,5163870,,,,OPEN SEA FOR ORDERS,MH,294.0,,46.0,238.0,21.0,95803.0,18.0
27.34,-70.38167,150.0,74.0,,2,[SAT-AIS],8,TWpZM056azVNalkzTnprNU1qWTNOdz09LWlnRUVXTWh6SHpEei9zNHZHM2dZSnc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.19086,-78.70687,184.0,295.0,294.0,2,DORADO LNG,8,6431701,,,,OPEN SEA FOR ORDERS,MT,293.0,0.0,46.0,231.0,21.0,94000.0,18.0
25.77053,-76.73557,182.0,7.0,73.0,1251,FLEX VIGILANT,8,6504589,,,,OPEN SEA FOR ORDERS,MH,297.0,,46.0,230.0,26.0,93764.0,18.0
27.30047,-69.86173,178.0,75.0,,5,[SAT-AIS],8,TnpJeU1qTXlOekl5TWpNeU56SXlNZz09LWhNL0U3MU1PcmRCUE5wYXoxaSt0TkE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
23.24426,-70.23803,190.0,242.0,,7,[SAT-AIS],8,TmpjME1qazVOamMwTWprNU5qYzBNZz09LWZnOW9oQjh1STd4Szk3d254Tm8vWWc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
27.75,-71.23666,130.0,249.0,,6,[SAT-AIS],8,TWpBMk16UXhNakEyTXpReE1qQTJNdz09LUhMclR6d2F4UmMxRXlzTjRObCtndlE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.04573,-77.81743,193.0,127.0,129.0,857,DIAMOND GAS VICTORIA,8,6633607,,,,FR IRK,SG,297.0,0.0,46.0,230.0,26.0,89760.0,18.0
26.48667,-73.245,180.0,77.0,,5,[SAT-AIS],8,TmpNeE1qa3lOak14TWpreU5qTXhNZz09LTJ3ZUcwQWJYVldFVE82eG1YUHp3RUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.10678,-78.43335,159.0,109.0,110.0,284,HOEGH GALLEON,8,5887768,,,,ROTTERDAM,SG,297.0,0.0,43.0,240.0,16.0,86057.0,18.0
25.74333,-77.13167,150.0,91.0,,4,[SAT-AIS],8,TXpNNU5ETTBNek01TkRNME16TTVOQT09LXJINUxKMlFOQVBNMVZXSXcxK0s5NkE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
25.35561,-75.9688,194.0,117.0,117.0,196,MONTE ALEGRE,7,153013,,,,USPEF>BRSSZ,SG,272.0,0.0,40.0,213.0,17.0,83440.0,11.0
24.86784,-75.00951,190.0,119.0,,6,[SAT-AIS],7,TXpjM09ERTBNemMzT0RFME16YzNPQT09LUEwcTdRc2Zsd3FncCtvWWFYTEdZMlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.80077,-76.79562,131.0,5.0,56.0,1241,NORD ANDROMEDA,7,6841519,,,,ESCAR,SG,229.0,,32.0,198.0,22.0,82251.0,6.0
27.86689,-72.31876,134.0,63.0,,18,[SAT-AIS],7,TnpjM05qY3pOemMzTmpjek56YzNOZz09LXJ4Q2YyYk5LRit0d1RCa3lweWFvT3c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.18901,-79.32677,138.0,181.0,,18,[SAT-AIS],7,TkRnM01qSXpORGczTWpJek5EZzNNZz09LXFReGRSS0JxVGVRbnIwa3R3OTlkNXc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.2202,-79.03258,112.0,267.0,265.0,10,VITAKOSMOS,7,1542,,,,USMSY,LR,228.0,0.0,32.0,206.0,21.0,82177.0,6.0
26.21833,-79.05334,110.0,266.0,,4,[SAT-AIS],7,TlRnMk5EYzVOVGcyTkRjNU5UZzJOQT09LUZCRTZsUkJCREkyVW5PZWNZMlQ3b0E9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.12848,-78.5621,121.0,106.0,102.0,674,WORLD PROSPER,7,6692861,,,,EG SUZ,PA,228.0,0.0,32.0,197.0,21.0,82065.0,6.0
25.92904,-76.34019,113.0,79.0,,35,[SAT-AIS],7,TnpFNE5EZzBOekU0TkRnME56RTROQT09LUdoY3Z4UkhNTE5hWkNpRENtWUhKTUE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.74414,-77.06693,124.0,7.0,75.0,1195,ALKIMOS HERACLES,7,417724,,,,NL RTM,PA,228.0,,32.0,204.0,21.0,81922.0,6.0
27.31167,-72.82667,120.0,67.0,,3,[SAT-AIS],7,TVRjM01EVTFNVGMzTURVMU1UYzNNQT09LVNGNWcwWnd3WXBvWDZ6VFllc2MyQ2c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
22.46823,-68.48151,109.0,61.0,,11,[SAT-AIS],7,TXpnd016ZzVNemd3TXpnNU16Z3dNdz09LXNCMzdLMitqL3ZrZFcyOWJkNmNiQnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.8886,-79.25317,118.0,326.0,325.0,1006,MSC BOSPHORUS,7,419385,,,,US NYC,CY,299.0,0.0,40.0,226.0,20.0,81171.0,11.0
29.83667,-78.09834,110.0,24.0,,4,[SAT-AIS],7,TlRJM05qSXdOVEkzTmpJd05USTNOZz09LTFpRWJkS01BaGxGMEtwWG00WDRtMnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
22.03333,-73.69334,100.0,40.0,,5,[SAT-AIS],7,T1RNNU5qQXlPVE01TmpBeU9UTTVOZz09LVhyOUZWK0gvY1ZzTEpRTWkvVGVPcEE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
28.51478,-67.9051,101.0,71.0,,9,[SAT-AIS],7,TXpVM09EWTVNelUzT0RZNU16VTNPQT09LXVkZmNRVGRwRnl4UnRSRDhNbW5rMlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.67,-69.33,100.0,63.0,,4,[SAT-AIS],7,T0RZNU9UVXdPRFk1T1RVd09EWTVPUT09LVRMNWI3ckFvM1hHS0UvSFk5blNsZlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
29.41943,-68.54453,108.0,65.0,,9,[SAT-AIS],7,T0RnME1Ea3pPRGcwTURrek9EZzBNQT09LWgxZ1VjVk5YUFFBK0p6TXlMZUZyUVE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.71333,-68.17,100.0,180.0,,10,[SAT-AIS],8,TlRJMk1EUTBOVEkyTURRME5USTJNQT09LUdWYnEzbWJmTmhxb0RNWm1EMjIweXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
25.92267,-77.7796,123.0,285.0,,15,[SAT-AIS],7,TnprNE9URXpOems0T1RFek56azRPUT09LVQ2YXlQV0RRZXNnVTVsTm94bWxpaEE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.74695,-79.1515,14.0,339.0,,17,[SAT-AIS],7,TlRRMk9UazROVFEyT1RrNE5UUTJPUT09LTYwKzV3RVNYbGkvZUgwV1BDcFdjRlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
18.43274,-68.22648,187.0,2.0,25.0,1005,NYK ROMULUS,7,725701,,,,CA HAL,SG,294.0,,32.0,223.0,24.0,65883.0,11.0
23.90904,-67.51556,193.0,350.0,,6,[SAT-AIS],7,T0RjMk5UWTBPRGMyTlRZME9EYzJOUT09LVBsYnZTbS9NME5zRTlWSmE1K1J3RFE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
28.92083,-68.39954,111.0,71.0,,16,[SAT-AIS],7,T0RBd05ERTBPREF3TkRFME9EQXdOQT09LW1WMG1YS2FwQlRUdlZ2UEF2RDExQ1E9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
30.04333,-71.83167,120.0,247.0,,10,[SAT-AIS],7,TXprek5EWTNNemt6TkRZM016a3pOQT09LU1NaklKeFZxVk9iY0RPVHhFcHZucXc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.535,-74.11833,90.0,4.0,,7,[SAT-AIS],7,TlRjek9ETXhOVGN6T0RNeE5UY3pPQT09LWpLUTBubHZ0V0UzMnBPcXduNzQ5Rnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.86,-71.31167,120.0,66.0,,6,[SAT-AIS],7,T0RNek1qWXlPRE16TWpZeU9ETXpNZz09LU8wUno0TXB6b1FxVGlxSmI1TnYxZkE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
24.06859,-74.90356,10.0,277.0,,65,[SAT-AIS],7,TVRZME9EUTFNVFkwT0RRMU1UWTBPQT09LWpaRUdZYmI3L0gzRkRiV3doeDRleFE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
21.7938,-72.62012,113.0,5.0,,6,[SAT-AIS],7,TmpneE16TTBOamd4TXpNME5qZ3hNdz09LTRMb083cXhzSXM0VG04ME16bDBjckE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.97798,-76.55122,117.0,245.0,,33,[SAT-AIS],7,TWpFeE1ETXhNakV4TURNeE1qRXhNQT09LU5kVVFmVGhrR2VZUUlhTUZ0ZjhqcXc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.05833,-73.495,120.0,247.0,,5,[SAT-AIS],7,TmpVeE1UWXlOalV4TVRZeU5qVXhNUT09LXVtdk52eUtHQnRicnBaQ3QrQ3lSWVE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.15635,-74.145,127.0,263.0,,20,[SAT-AIS],7,TnpFME5UTTNOekUwTlRNM056RTBOUT09LVoxMWxmS3R1RkJHMlVpWXJYSzNpT1E9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
28.59527,-70.89964,112.0,64.0,,9,[SAT-AIS],7,T0RReE1qUXpPRFF4TWpRek9EUXhNZz09LTJuUGxLckdnN3d4RUdpVUF6V1Y0bWc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.76121,-77.32247,160.0,10.0,104.0,1152,ASTOMOS EARTH,8,465521,,,,BE ANR,PA,230.0,,36.0,193.0,25.0,55250.0,19.0
26.7616,-71.99387,152.0,78.0,,27,[SAT-AIS],8,TlRZNU1ESXpOVFk1TURJek5UWTVNQT09LTFXVWQvcng2UWJqSjBNbHF3TjU4TEE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.73275,-79.37814,151.0,0.0,5.0,781,GAS AQUARIUS,8,5137160,,,,EG AIS,HK,226.0,,37.0,188.0,22.0,54656.0,19.0
29.11792,-77.66984,150.0,64.0,,25,[SAT-AIS],8,TWpjek5EWXhNamN6TkRZeE1qY3pOQT09LThrdHpRKytqVzhjZGRRUGIwMUswc1E9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
31.53587,-79.87798,76.0,120.0,124.0,566,PRO GRACE,7,386685,,,,SGSIN,PA,203.0,0.0,37.0,178.0,22.0,53896.0,10.0
30.84357,-78.49903,96.0,118.0,,29,[SAT-AIS],7,T0RVMU9ERTFPRFUxT0RFMU9EVTFPQT09LWtvaTFGR3RzR3ZMNG9Gd0hodmNiYnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.08351,-78.59893,53.0,15.0,129.0,139,EVANTHIA,7,715906,,,,GIBRALTAR,PA,190.0,,32.0,162.0,11.0,53284.0,6.0
25.965,-78.165,120.0,104.0,,10,[SAT-AIS],7,TVRJeU1EZ3dNVEl5TURnd01USXlNQT09LU1VMFpmSlR6SnVzaEhzR0c4dkpWMGc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.13333,-74.73167,160.0,359.0,,3,[SAT-AIS],7,TWpRMk56VTNNalEyTnpVM01qUTJOdz09LUZCTDF3N1RkS0laRk1QMkw2ajZIK2c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
30.48028,-74.42613,173.0,358.0,,10,[SAT-AIS],7,TlRZeE5EWXlOVFl4TkRZeU5UWXhOQT09LU1TUEhYeEJNWlpnN2hBcllGQUxTbWc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.20183,-74.71484,132.0,257.0,,11,[SAT-AIS],8,Tnpjek1qSTNOemN6TWpJM056Y3pNZz09LUs0MnNpU0UvR2h3Z3ZpRmtZVzF2QXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.40794,-79.42643,135.0,354.0,351.0,1218,ALIAI,8,6491066,,,,US MSY > GB MLF,LR,182.0,0.0,32.0,148.0,23.0,50315.0,88.0
28.27167,-75.81667,120.0,76.0,,3,[SAT-AIS],8,TXpFeE16WXpNekV4TXpZek16RXhNdz09LW9GdHUrZ1A2cU13V0ZCZmo2QUJCNVE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
28.76167,-72.76667,140.0,257.0,,43,[SAT-AIS],7,TkRVd01EVXpORFV3TURVek5EVXdNQT09LW1kVUlPY3V5N1ZJNkwyKytBbEtNbGc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.54286,-79.37295,134.0,4.0,8.0,591,ARCHON,8,992645,,,,CAMTR,LR,183.0,0.0,32.0,147.0,9.0,50100.0,88.0
27.79918,-78.17901,126.0,75.0,,47,[SAT-AIS],8,TVRZek1qQTJNVFl6TWpBMk1UWXpNZz09LTRveWpRU0NlT1dsR0RnR3ZrMUk1SHc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
22.505,-78.00833,110.0,125.0,,5,[SAT-AIS],8,TXpRME1URTFNelEwTVRFMU16UTBNUT09LWZGZ3pHMnYyY05pRmNpaEkyUXp3N1E9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.68005,-79.09861,148.0,307.0,308.0,203,BULK KING,7,752974,,,,COEYMANS,LR,194.0,0.0,32.0,169.0,15.0,49999.0,6.0
27.38095,-79.29085,154.0,9.0,,21,[SAT-AIS],7,TXpReU9UZzNNelF5T1RnM016UXlPUT09LWxFbnpadUw5cDJSRFVpa004V2ExVlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
24.18279,-67.68163,130.0,308.0,,9,[SAT-AIS],8,T0Rrd05EVTJPRGt3TkRVMk9Ea3dOQT09LS91d1ptcVc0dkhlNFdUMXduTmtNSUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.12132,-78.47202,138.0,10.0,106.0,115,SILVER HEBA,8,1365469,,,,BS NAS,HK,183.0,,32.0,147.0,24.0,49897.0,88.0
26.02068,-78.06783,140.0,103.0,,15,[SAT-AIS],8,T0RZNE56QTJPRFk0TnpBMk9EWTROdz09LWk5YzhFUUt2bUJuZWVSa3Nlb3FDbXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
32.10003,-74.29184,132.0,265.0,,10,[SAT-AIS],8,TVRFM09UazJNVEUzT1RrMk1URTNPUT09LUNlSHB1em5ER1MzbysvM2xiM3BMWUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
31.46167,-72.40599,129.0,212.0,,70,[SAT-AIS],8,TkRnNE5UazJORGc0TlRrMk5EZzROUT09LW5TaE8rdjBHMjhLYkJSNmpzdXlXRVE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
22.305,-77.68667,100.0,126.0,,19,[SAT-AIS],8,TmpNMU5Ea3dOak0xTkRrd05qTTFOQT09LW40VGttNXVRQzRSYytrYVZWdXYvMEE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
31.93969,-79.08551,150.0,184.0,179.0,683,BOW SPRING,8,307101,,,,USHOU,NO,182.0,8.0,32.0,149.0,20.0,49429.0,88.0
29.46,-79.10333,130.0,180.0,,10,[SAT-AIS],8,TXpNNU56TTNNek01TnpNM016TTVOdz09LUdrSlVFTzFrTmVaSXJZWjNxc2FaTXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
27.62012,-70.71386,83.0,330.0,,9,[SAT-AIS],7,T0RFNE1EWTVPREU0TURZNU9ERTRNQT09LVlUZi9HVGNjL1kzVitnMlU3ZDBZRXc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
28.7974,-79.27383,145.0,194.0,,23,[SAT-AIS],8,TkRFMk5UTXlOREUyTlRNeU5ERTJOUT09LWN3ZnZoNUxVRkl6T2FReUI0cTlST1E9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
33.20375,-78.23862,115.0,182.0,182.0,1317,CHAMPION EBONY,8,310142,,,,NEW ORLEANS,NO,182.0,0.0,32.0,154.0,13.0,46938.0,88.0
29.02,-78.69334,120.0,185.0,,5,[SAT-AIS],8,TlRRM01EWXdOVFEzTURZd05UUTNNQT09LTV3dXlUY2JEVlk4dm1qcHEzTVJCUVE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.61975,-79.11819,139.0,327.0,327.0,1068,PYXIS KARTERIA,8,733251,,,,NYK US,MH,183.0,0.0,32.0,148.0,10.0,46652.0,88.0
29.96667,-77.40667,130.0,30.0,,5,[SAT-AIS],8,TkRjMk1qRXpORGMyTWpFek5EYzJNZz09LVpVSHFrVk50MGxjV3RxVjIwMWhsTWc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
28.19887,-79.98845,121.0,99.0,109.0,852,SAGA PIONEER,7,685552,,,,BR SSZ,HK,199.0,0.0,30.0,170.0,19.0,46559.0,9.0
27.31791,-77.19101,106.0,115.0,,12,[SAT-AIS],7,T1RVNE5UYzJPVFU0TlRjMk9UVTROUT09LXBpeFpWNW9OSzBTZ3pKWDhNS0MralE9PQ==,7.0,Cargo Vessel,Moored,,,,,,,,,
24.48667,-74.14,120.0,3.0,,10,[SAT-AIS],8,T1RReU5EUTNPVFF5TkRRM09UUXlOQT09LUE5cGZNc3VjNUt6NGdVVllRUDJIaUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.32742,-79.41205,135.0,9.0,12.0,114,TARANGER,8,315088,,,,FOR ORDERS,NO,183.0,-4.0,32.0,148.0,20.0,45372.0,88.0
26.74333,-79.37666,130.0,355.0,,5,[SAT-AIS],8,TWprMk56UXhNamsyTnpReE1qazJOdz09LUYvR3lKUmdQU0o1d2pwWEwvT0o3NVE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
27.11203,-73.70433,138.0,243.0,,3,[SAT-AIS],8,TkRJNE5UQXhOREk0TlRBeE5ESTROUT09LWhhUHEzMTlnZGNOK1ZHOFJpUlBpNXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
30.05167,-73.39167,110.0,61.0,,6,[SAT-AIS],7,TVRjeE5EWTFNVGN4TkRZMU1UY3hOQT09LUszTk4yQ0U3aUEyaGcwSmVDSStGUEE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
32.58882,-79.57416,106.0,131.0,133.0,1175,MAERSK INVERNESS,7,733066,,,,USCHS>PAMIT,SG,232.0,0.0,32.0,163.0,21.0,41281.0,11.0
29.2758,-76.67872,125.0,161.0,,10,[SAT-AIS],7,TVRVME9UQTNNVFUwT1RBM01UVTBPUT09LTg2bjNsVURiczRsRU9IdkpjQ0ppSnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
32.46539,-69.36616,158.0,86.0,,201,[SAT-AIS],7,TmpZM016WXlOalkzTXpZeU5qWTNNdz09LVFKd0FteGVPN0RuQkJsNFZWTzdiSnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
32.37791,-78.82663,100.0,69.0,67.0,480,TAMESIS,7,307446,,,,USSAV>USBAL,NO,244.0,-11.0,32.0,77.0,12.0,38500.0,122.0
33.085,-77.455,110.0,60.0,,5,[SAT-AIS],7,TlRBeE9EWXdOVEF4T0RZd05UQXhPQT09LVVnOXJmZjBiemNqeHp6eVhYUTN3ZkE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
31.84985,-78.84989,127.0,137.0,133.0,520,SSI PROVIDENCE,7,6365807,,,,VILA DO CONDE,MH,179.0,0.0,30.0,152.0,10.0,37899.0,6.0
30.38456,-77.46806,134.0,141.0,,24,[SAT-AIS],7,TlRNMk9EZ3lOVE0yT0RneU5UTTJPQT09LVEzMDlEQnRuNWI3ZHQzYUxaWTliNHc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
