LAT,LON,SPEED,COURSE,HEADING,ELAPSED,SHIPNAME,SHIPTYPE,SHIP_ID,TYPE_IMG,TYPE_NAME,STATUS_NAME,DESTINATION,FLAG,LENGTH,ROT,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE
23.63895,-69.40018,192.0,242.0,,29,[SAT-AIS],8,TmpRMk1UZzFOalEyTVRnMU5qUTJNUT09LUN6Yjl1YkZGRFpJaDFrNWlFUzhGeHc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
27.945,-70.66333,130.0,248.0,,13,[SAT-AIS],8,T0RjeU1qWXpPRGN5TWpZek9EY3lNZz09LXFKRENvcDFneWxGZFhQRjd2M1VnNUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.04573,-77.81743,193.0,127.0,129.0,717,DIAMOND GAS VICTORIA,8,6633607,,,,FR IRK,SG,297.0,0.0,46.0,230.0,26.0,89760.0,18.0
26.31333,-74.04667,180.0,68.0,,9,[SAT-AIS],8,TXpNMU1UWXhNek0xTVRZeE16TTFNUT09LW53TjU3RE14cllOUU92Ly95SjNzRXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.10678,-78.43335,159.0,109.0,110.0,144,HOEGH GALLEON,8,5887768,,,,ROTTERDAM,SG,297.0,0.0,43.0,240.0,16.0,86057.0,18.0
25.91,-77.84333,150.0,113.0,,17,[SAT-AIS],8,T1Rnd05qZzNPVGd3TmpnM09UZ3dOZz09LXJ1Nm14Q094RnhjVHdnRHZwWWFlcFE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
25.35561,-75.9688,194.0,117.0,117.0,56,MONTE ALEGRE,7,153013,,,,USPEF>BRSSZ,SG,272.0,0.0,40.0,213.0,17.0,83440.0,11.0
25.25521,-75.76693,191.0,119.0,,17,[SAT-AIS],7,TVRZeE1UQXdNVFl4TVRBd01UWXhNUT09LXFxMkdObko5TFlSbSs4MVhuQzlyZ1E9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.80077,-76.79562,131.0,5.0,56.0,1101,NORD ANDROMEDA,7,6841519,,,,ESCAR,SG,229.0,,32.0,198.0,22.0,82251.0,6.0
27.65294,-72.80669,135.0,65.0,,8,[SAT-AIS],7,TkRZNE9UTXhORFk0T1RNeE5EWTRPUT09LWExOVpLOHd5cmZrUTNwc2JmdHJVR3c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.54707,-78.93829,152.0,254.0,,23,[SAT-AIS],7,T1RBeE56QXdPVEF4TnpBd09UQXhOdz09LUQ4YVd2RkdVZzJGMnFoNk5LaWxLVlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.11614,-78.55884,118.0,287.0,288.0,2,VITAKOSMOS,7,1542,,,,USMSY,LR,228.0,0.0,32.0,206.0,21.0,82177.0,6.0
26.12848,-78.5621,121.0,106.0,102.0,534,WORLD PROSPER,7,6692861,,,,EG SUZ,PA,228.0,0.0,32.0,197.0,21.0,82065.0,6.0
25.86016,-76.75534,117.0,78.0,,17,[SAT-AIS],7,TkRjMk1EazJORGMyTURrMk5EYzJNQT09LVFlSE1pYk93NXg2ZnN1anZwMi93bGc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.74414,-77.06693,124.0,7.0,75.0,1055,ALKIMOS HERACLES,7,417724,,,,NL RTM,PA,228.0,,32.0,204.0,21.0,81922.0,6.0
27.12293,-73.34988,126.0,62.0,,8,[SAT-AIS],7,TnpjME1UazBOemMwTVRrME56YzBNUT09LTlyRzA5Z1B3eElISGNKT2pEVGMrVGc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
22.25833,-68.88834,110.0,61.0,,9,[SAT-AIS],7,TWprMk16RXlNamsyTXpFeU1qazJNdz09LUxuN0F6ZmpDNWdOYkwyWDBZQWhOMkE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.8886,-79.25317,118.0,326.0,325.0,866,MSC BOSPHORUS,7,419385,,,,US NYC,CY,299.0,0.0,40.0,226.0,20.0,81171.0,11.0
29.41333,-78.29833,110.0,22.0,,15,[SAT-AIS],7,TVRVM05UY3lNVFUzTlRjeU1UVTNOUT09LWNZWlhGVzJhYXNSbm96bTVIWVZZbHc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
21.665,-73.965,110.0,355.0,,15,[SAT-AIS],7,TkRNek9ETXhORE16T0RNeE5ETXpPQT09LUZaN3ErbFpBTEV1bXpUK285TnlLYWc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
28.3691,-68.37395,102.0,70.0,,24,[SAT-AIS],7,TXpNMU16WTVNek0xTXpZNU16TTFNdz09LUp2S0VsVlFBamFFOGc3OHRQcCtsM2c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.495,-69.76,100.0,62.0,,8,[SAT-AIS],7,TXpJMk1UUXlNekkyTVRReU16STJNUT09LUJ1bS9PTWhmVTFVcjBBbGoyMzgxYmc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
29.23842,-69.02056,113.0,64.0,,15,[SAT-AIS],7,T0RJM01UWTNPREkzTVRZM09ESTNNUT09LXNqeTRDZGZIa2JBUTN4WU1haXNWZUE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
28.12333,-68.185,100.0,179.0,,8,[SAT-AIS],8,T0RRd09UZzFPRFF3T1RnMU9EUXdPUT09LTJDcWozT1hxck5lU3lZZWZlMklhMWc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
25.81567,-77.30352,116.0,284.0,,7,[SAT-AIS],7,TWpNM01UZzFNak0zTVRnMU1qTTNNUT09LVBROXBYK1Z1Sy9LTHMxRVlQN01yekE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.70264,-79.12886,11.0,336.0,,8,[SAT-AIS],7,TXpNeE56RXpNek14TnpFek16TXhOdz09LURMU0F5bG82VWY5cnpJRzNHdDJkeWc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
18.43274,-68.22648,187.0,2.0,25.0,865,NYK ROMULUS,7,725701,,,,CA HAL,SG,294.0,,32.0,223.0,24.0,65883.0,11.0
23.14509,-67.3673,193.0,2.0,,9,[SAT-AIS],7,TmpVNU9Ea3dOalU1T0Rrd05qVTVPQT09LVJVSnF0UGNuellLUHEvQVNJSmxHQ2c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.32198,-79.06229,122.0,221.0,221.0,144,AURORA N,8,464165,,,,BAHAMAS,PA,228.0,0.0,32.0,192.0,8.0,63495.0,71.0
26.01333,-79.38667,110.0,195.0,,13,[SAT-AIS],8,TXpnNU1UQTJNemc1TVRBMk16ZzVNUT09LUNoU2ZqR05JTWZaUDRpazllTUdvbFE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
28.76402,-68.86755,111.0,68.0,,16,[SAT-AIS],7,TXpjeE5ESTRNemN4TkRJNE16Y3hOQT09LUMreUVudVdXQ0xEQ2wyaERjNVhORXc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
30.23,-71.34333,120.0,249.0,,8,[SAT-AIS],7,TnpBNE5qUXdOekE0TmpRd056QTROZz09LXNqMDZGTXE3eklZSlJJVGNiNy9aWmc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.14167,-74.14833,80.0,1.0,,26,[SAT-AIS],7,TWpnME56UTVNamcwTnpRNU1qZzBOdz09LXZTckVpZnE1Y2xjLzRnY2Z6RnlHU2c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.675,-71.80666,120.0,66.0,,7,[SAT-AIS],7,TWpVd016azNNalV3TXprM01qVXdNdz09LWlWM0JWWGhrVDdvQUdPbHdrd0R2blE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
24.06429,-74.88334,7.0,266.0,,16,[SAT-AIS],7,TkRVek5qYzFORFV6TmpjMU5EVXpOZz09LVVNN1dEcDFteng0L0ZIL0ltbVB2L1E9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
21.33602,-72.72608,117.0,14.0,,7,[SAT-AIS],7,TWpJM01qZ3hNakkzTWpneE1qSTNNZz09LVlva1BFcURrUm1ORjVKVUNjQ2IzUEE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.16341,-76.14886,115.0,242.0,,18,[SAT-AIS],7,TVRnM056Y3lNVGczTnpjeU1UZzNOdz09LVpHeWg1V3pyeXowS1Q4Y2ZCL2hwZkE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
27.24333,-72.99167,120.0,244.0,,9,[SAT-AIS],7,TWpNek1qQTBNak16TWpBME1qTXpNZz09LUtXVFZuVzMvOUdQVnNINURmczJqTFE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.24006,-73.57771,128.0,257.0,,27,[SAT-AIS],7,TnpZNU5UUTNOelk1TlRRM056WTVOUT09LVdPRnBjM1ArcHI1eTZXT0VkQXYxT0E9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
28.39344,-71.3651,111.0,64.0,,15,[SAT-AIS],7,TmpFeE1EQXdOakV4TURBd05qRXhNQT09LVFYUTA1eHpRVEp2R3UxaXllZVVZYXc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
25.76121,-77.32247,160.0,10.0,104.0,1012,ASTOMOS EARTH,8,465521,,,,BE ANR,PA,230.0,,36.0,193.0,25.0,55250.0,19.0
26.64886,-72.55131,156.0,76.0,,7,[SAT-AIS],8,T1RVNU16YzBPVFU1TXpjME9UVTVNdz09LU91a1pGc1hUVG1oamg2K284bCtkd0E9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.73275,-79.37814,151.0,0.0,5.0,641,GAS AQUARIUS,8,5137160,,,,EG AIS,HK,226.0,,37.0,188.0,22.0,54656.0,19.0
28.78058,-78.28949,150.0,54.0,,40,[SAT-AIS],8,TlRVek1EYzJOVFV6TURjMk5UVXpNQT09LVVodDNVQllzMkMyaVd0ckZyeWtxQlE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
31.53587,-79.87798,76.0,120.0,124.0,426,PRO GRACE,7,386685,,,,SGSIN,PA,203.0,0.0,37.0,178.0,22.0,53896.0,10.0
31.05798,-78.92581,92.0,121.0,,51,[SAT-AIS],7,TVRFd05qYzJNVEV3TmpjMk1URXdOZz09LWt3aXVVa2RkRmZoL0NCdWk5dHVjRVE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.08766,-78.59644,46.0,280.0,244.0,2,EVANTHIA,7,715906,,,,GIBRALTAR,PA,190.0,0.0,32.0,162.0,11.0,53284.0,6.0
24.48667,-74.74167,160.0,2.0,,7,[SAT-AIS],7,TnpnM01EZ3pOemczTURnek56ZzNNQT09LTBBK0tsNE1uUzNnRlBSbnBEUU9nNlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
29.82167,-74.4,170.0,0.0,,6,[SAT-AIS],7,TlRVNU9UYzFOVFU1T1RjMU5UVTVPUT09LVJVNllTSTNIV21DcG9hdGZMVklXVnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.31433,-74.13216,129.0,258.0,,19,[SAT-AIS],8,T0RnME9EY3dPRGcwT0Rjd09EZzBPQT09LU9Ed2lxQSt2L3hNV3R5bDlBb2lFQWc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.40794,-79.42643,135.0,354.0,351.0,1078,ALIAI,8,6491066,,,,US MSY > GB MLF,LR,182.0,0.0,32.0,148.0,23.0,50315.0,88.0
28.16167,-76.385,120.0,77.0,,7,[SAT-AIS],8,TmpFek5UTTVOakV6TlRNNU5qRXpOUT09LVZtSThVUXY3Qmw3RzViWndUQmRoL0E9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
30.83176,-74.04295,120.0,217.0,,10,[SAT-AIS],8,TlRZeE5qVXlOVFl4TmpVeU5UWXhOZz09LW9lbWw4MWNmRVpSbGc1djUwcW40UHc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
28.865,-72.27834,140.0,256.0,,14,[SAT-AIS],7,TXpFM01UY3lNekUzTVRjeU16RTNNUT09LVlIZTVPTkZoTzdEOVZSYnhFQUVSZlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.54286,-79.37295,134.0,4.0,8.0,451,ARCHON,8,992645,,,,CAMTR,LR,183.0,0.0,32.0,147.0,9.0,50100.0,88.0
27.66338,-78.71494,126.0,75.0,,51,[SAT-AIS],8,TmpVME5EVXhOalUwTkRVeE5qVTBOQT09LUVkN2FEOXJXNGNHVmI3Z29kQjlCMlE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
22.69,-78.46167,110.0,112.0,,9,[SAT-AIS],8,T0RFM09UTTJPREUzT1RNMk9ERTNPUT09LTBtRU1sOEJZTGI2RXhMZnhsdDNteUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.68005,-79.09861,148.0,307.0,308.0,63,BULK KING,7,752974,,,,COEYMANS,LR,194.0,0.0,32.0,169.0,15.0,49999.0,6.0
26.81246,-79.2264,145.0,342.0,,20,[SAT-AIS],7,TlRNNE56UXhOVE00TnpReE5UTTROdz09LTZ2OHI0MDZ3WHcxa3dMczRCUDdQUnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
23.82817,-67.18443,128.0,308.0,,28,[SAT-AIS],8,TWpVNE56TTRNalU0TnpNNE1qVTROdz09LWl1U3VGc2JpajlMKzlTLzdma2xPUVE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.15145,-78.58588,136.0,107.0,106.0,1,SILVER HEBA,8,1365469,,,,BS NAS,HK,183.0,-1.0,32.0,147.0,24.0,49897.0,88.0
26.22462,-79.38179,137.0,176.0,176.0,2,HELLAS MARGARITA,8,5106868,,,,US LCH,MH,183.0,0.0,32.0,147.0,8.0,49879.0,88.0
32.16667,-73.68333,120.0,251.0,,14,[SAT-AIS],8,TnpRMU16RTNOelExTXpFM056UTFNdz09LUtINlprQnF1ZnFjNU9lbUhjaE8vUUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
31.74834,-72.22556,127.0,202.0,,21,[SAT-AIS],8,TkRNMU5UZzNORE0xTlRnM05ETTFOUT09LWZDd2JQdlo2NDdIZ25keGQ1VUhZcUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
22.51833,-78.035,100.0,123.0,,14,[SAT-AIS],8,TkRnMU1qVTVORGcxTWpVNU5EZzFNZz09LWJTMHliaHNLOXJuUEF0QlRZVVliYlE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
31.93969,-79.08551,150.0,184.0,179.0,543,BOW SPRING,8,307101,,,,USHOU,NO,182.0,8.0,32.0,149.0,20.0,49429.0,88.0
29.975,-79.105,120.0,178.0,,8,[SAT-AIS],8,T1RNeE16TTVPVE14TXpNNU9UTXhNdz09LXFzeElwZ25zd203U1RLa21FOTIycXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
27.76258,-70.21816,112.0,249.0,,20,[SAT-AIS],7,TkRnMk5EYzRORGcyTkRjNE5EZzJOQT09LWJLS0xaZksrejhnTTVPcVM3ak03SlE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
29.37798,-79.10107,145.0,194.0,,41,[SAT-AIS],8,TkRNd05UUTVORE13TlRRNU5ETXdOUT09LXhlUjZGVU9IeEtKclA3am1nQm10TXc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
33.20375,-78.23862,115.0,182.0,182.0,1177,CHAMPION EBONY,8,310142,,,,NEW ORLEANS,NO,182.0,0.0,32.0,154.0,13.0,46938.0,88.0
29.49667,-78.635,120.0,185.0,,9,[SAT-AIS],8,TWpZd09ETXpNall3T0RNek1qWXdPQT09LXJiU2ZWRjlPSlo2bFdrOXJrK0s1anc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
26.61975,-79.11819,139.0,327.0,327.0,928,PYXIS KARTERIA,8,733251,,,,NYK US,MH,183.0,0.0,32.0,148.0,10.0,46652.0,88.0
29.52333,-77.75,130.0,32.0,,9,[SAT-AIS],8,T1RrNE9EZ3lPVGs0T0RneU9UazRPQT09LWZiL09FZVl6K2ZUTENTQnNlcEd2Ymc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
28.19887,-79.98845,121.0,99.0,109.0,712,SAGA PIONEER,7,685552,,,,BR SSZ,HK,199.0,0.0,30.0,170.0,19.0,46559.0,9.0
27.47275,-77.64868,108.0,108.0,,16,[SAT-AIS],7,TVRNMU1USTVNVE0xTVRJNU1UTTFNUT09LVp1VklMNXUrSHFFS3NVcnpPZWo1a1E9PQ==,7.0,Cargo Vessel,Moored,,,,,,,,,
24.00513,-74.18388,129.0,16.0,,7,[SAT-AIS],8,TnpZME1ESTFOelkwTURJMU56WTBNQT09LTlqUU0vQTFxL0N2YUJCUDZIT0hEeUE9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
27.37083,-73.12397,138.0,244.0,,13,[SAT-AIS],8,T0RVMU1ESXhPRFUxTURJeE9EVTFNQT09LUhEZmdXQ2Ezejd6Z0xWMVR4WFgvanc9PQ==,8.0,Tanker,Underway using Engine,,,,,,,,,
29.82667,-73.81167,110.0,59.0,,7,[SAT-AIS],7,TWpNMk9ERTVNak0yT0RFNU1qTTJPQT09LVBROThNVXU1YitEeEg3b0g2aFdUbnc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
32.58882,-79.57416,106.0,131.0,133.0,1035,MAERSK INVERNESS,7,733066,,,,USCHS>PAMIT,SG,232.0,0.0,32.0,163.0,21.0,41281.0,11.0
29.72667,-76.85167,120.0,161.0,,9,[SAT-AIS],7,TlRjeU56TXpOVGN5TnpNek5UY3lOdz09LTlIcW9JMTM2eEZEM0JWQkxWMkw1N0E9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
32.46539,-69.36616,158.0,86.0,,61,[SAT-AIS],7,TkRFNU9UYzJOREU1T1RjMk5ERTVPUT09LVlLbjhiTk5YREhJMk8zYzhKUkpKRVE9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
32.37791,-78.82663,100.0,69.0,67.0,340,TAMESIS,7,307446,,,,USSAV>USBAL,NO,244.0,-11.0,32.0,77.0,12.0,38500.0,122.0
32.83833,-77.90833,100.0,58.0,,18,[SAT-AIS],7,TWpJd01EZzRNakl3TURnNE1qSXdNQT09LWxqQy9jUGZLUEYvcGlDM3k0S2lFMmc9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
31.84985,-78.84989,127.0,137.0,133.0,380,SSI PROVIDENCE,7,6365807,,,,VILA DO CONDE,MH,179.0,0.0,30.0,152.0,10.0,37899.0,6.0
30.99485,-78.04082,134.0,142.0,,90,[SAT-AIS],7,TmpZMU9EUTNOalkxT0RRM05qWTFPQT09LTZnWnFXSWJWbmcxdGFTWjNiek9lL2c9PQ==,7.0,Cargo Vessel,Underway using Engine,,,,,,,,,
26.36216,-79.35738,122.0,9.0,13.0,194,PACIFIC WAVE,7,5029013,,,,IE FOV,MH,179.0,0.0,29.0,154.0,10.0,37644.0,6.0
